patent_number,country,title,assignee,grant_year,times_cited,status,url
10540437,US,How Automated Systems Generate and Track Consumer Dispute Letters,Individual,2020,3,active,https://patentbrief.org/patent/us/10540437/system-and-interface-for-electronic-communication-generation-and-tracking
6476836,US,How Printers Save Toner by Dropping Light-Colored Pixels,Ricoh Co Ltd,2002,9,public domain,https://patentbrief.org/patent/us/6476836/image-forming-apparatus-having-a-function-of-saving-developing-agent
10410117,US,How to Save and Reuse Skills Learned by Artificial Intelligence Hardware,BrainChip Inc,2019,1,active,https://patentbrief.org/patent/us/10410117/method-and-a-system-for-creating-dynamic-neural-function-libraries
7865399,US,How a Centralized Broker Handles Online Shopping Transactions,Google LLC,2011,9,public domain,https://patentbrief.org/patent/us/7865399/distributed-electronic-commerce-system-with-centralized-point-of-purchase
1721530,US,How Jacob Schick Invented the Modern Magazine-Loading Safety Razor,Individual,1929,2,public domain,https://patentbrief.org/patent/us/1721530/schick-repeating-razor
1049667,US,How William Burton Invented Modern Gasoline Refining,Standard Oil Co,1913,2,public domain,https://patentbrief.org/patent/us/1049667/petroleum-cracking-burton
19783,US,How the Pencil and Eraser Became One Tool,Hymen L. Lipman,1858,2,active,https://patentbrief.org/patent/us/19783/pencil-eraser-combination-lipman
1066809,US,How A.C. Gilbert Designed Early Interlocking Toy Construction Blocks,MYSTO Manufacturing CO,1913,3,public domain,https://patentbrief.org/patent/us/1066809/erector-set-gilbert
388850,US,George Eastman's Original Box Camera Design,George Eastman,1888,1,active,https://patentbrief.org/patent/us/388850/kodak-roll-film-camera-eastman
RE45784,US,How Smartphones Use Flashing Barcodes for Secure Ticketing,Panasonic Intellectual Property Management Co Ltd,2015,0,active,https://patentbrief.org/patent/us/RE45784/multi-room-wireless-audio
1394450,US,How the First Automatic Pop-Up Toaster Works,Individual,1921,2,public domain,https://patentbrief.org/patent/us/1394450/pop-up-toaster-strite
4064521,US,How Amorphous Silicon Changed Solar Power,RCA Corp,1977,197,public domain,https://patentbrief.org/patent/us/4064521/semiconductor-device-having-a-body-of-amorphous-silicon
5657390,US,How Netscape Created the Secure Socket Layer (SSL) for Web Security,Netscape Communications Corp,1997,383,public domain,https://patentbrief.org/patent/us/5657390/secure-socket-layer-application-program-apparatus-and-method
7844915,US,How Touchscreens Handle Scrolling and Rubber-Band Effects,Apple Inc,2010,132,active,https://patentbrief.org/patent/us/7844915/application-programming-interfaces-for-scrolling-operations
10423875,US,How a Camera-Based System Monitors Artificial Neural Network Creativity,Individual,2019,1,active,https://patentbrief.org/patent/us/10423875/electro-optical-device-and-method-for-identifying-and-inducing-topological-states-formed-among-interconnecting-neural-modules
4081538,US,Using Specific Steroid Molecules to Block Salt Retention in the Body,Individual,1978,5,public domain,https://patentbrief.org/patent/us/4081538/aldosterone-antagonists
5682513,US,How IBM's Storage Controllers Keep Data Backups in the Right Order,International Business Machines Corp,1997,145,public domain,https://patentbrief.org/patent/us/5682513/cache-queue-entry-linking-for-dasd-record-updates
7543038,US,How to Keep Apps Running Without a Constant Internet Connection,International Business Machines Corp,2009,1,public domain,https://patentbrief.org/patent/us/7543038/arrangement-and-method-for-impermanent-connectivity
98304,US,William Semple's 1869 Patent for Improved Chewing Gum,William F. Semple,1869,2,active,https://patentbrief.org/patent/us/98304/chewing-gum-semple
88929,US,George Westinghouse's Original Steam-Powered Train Brake,"George Westinghouse, Jr.",1869,1,active,https://patentbrief.org/patent/us/88929/air-brake-westinghouse
12073180,US,How a Computer System Fact-Checks AI Language Models,Unlikely Artificial Intelligence,2024,12,active,https://patentbrief.org/patent/us/12073180/computer-implemented-methods-for-the-automated-analysis-or-use-of-data-including-12073180
7577616,US,How Mobile Phones Can Securely Authorize Payments Using Random ID Codes,Individual,2009,17,public domain,https://patentbrief.org/patent/us/7577616/method-and-apparatus-of-secure-authentication-and-electronic-payment-through-mobile-communication-tool
7352772,US,How Wireless Routers Manage Traffic Between Old and New Devices,Lenovo Singapore Pte Ltd,2008,1,public domain,https://patentbrief.org/patent/us/7352772/minimization-of-performance-impact-in-overlying-80211b-and-80211g-networks
10282665,US,How AI Agents Learn to Pick the Best Future Actions,Sony Corp,2019,0,active,https://patentbrief.org/patent/us/10282665/action-selection-with-a-reward-estimator-applied-to-machine-learning
11311959,US,Building Metal Parts Without Melting: Solid-State 3D Printing System,Meld Manufacturing,2022,18,active,https://patentbrief.org/patent/us/11311959/solid-state-additive-manufacturing-system-and-material-compositions-and-structur
1537326,US,How Early Telephone Systems Managed Busy Lines Automatically,Automatic Electric Co,1925,0,public domain,https://patentbrief.org/patent/us/1537326/insulin-extraction-and-purification
10998965,US,How High-Altitude Satellites Relay Data for Fast-Moving Low-Orbit Satellites,Asia Satellite Telecommunications Co,2021,23,active,https://patentbrief.org/patent/us/10998965/high-throughput-satellites-and-methods-of-operating-high-throughput-satellites-f
8311950,US,Predicting User Interests Based on Who Looks at Whose Profile,Google LLC,2012,73,active,https://patentbrief.org/patent/us/8311950/detecting-content-on-a-social-network-using-browsing-patterns
6630507,US,Using Cannabinoids to Protect the Brain from Oxidative Stress,US Department of Health and Human Services,2003,78,public domain,https://patentbrief.org/patent/us/6630507/cannabinoids-as-antioxidants-and-neuroprotectants
9182882,US,How to Draw 3D Shapes on Touchscreens Using Your Fingers,Autodesk Inc,2015,17,active,https://patentbrief.org/patent/us/9182882/dynamic-creation-and-modeling-of-solid-models
7812828,US,How Touchscreens Use Math to Recognize Your Fingers,Apple Inc,2010,93,active,https://patentbrief.org/patent/us/7812828/ellipse-fitting-for-multi-touch-surfaces
6033785,US,How Car Windows Use Special Coatings to Balance Privacy and Visibility,Central Glass Co Ltd,2000,7,public domain,https://patentbrief.org/patent/us/6033785/vehicular-colored-glass-pane-with-light-transmittance-and-reflectance-adjustment
6122658,US,How Servers Combine Global and Local Content for Personalized Web Displays,Microsoft Corp,2000,111,public domain,https://patentbrief.org/patent/us/6122658/custom-localized-information-in-a-networked-server-for-display-to-an-end-user
9379564,US,How Electric Cars Safely Pause Charging When You Want to Unplug,Nissan Motor Co Ltd,2016,1,active,https://patentbrief.org/patent/us/9379564/charging-control-apparatus-and-charging-control-method
4558176,US,How Computers Use Hardware to Stop Software Piracy and Cracking,Individual,1985,280,public domain,https://patentbrief.org/patent/us/4558176/computer-systems-to-inhibit-unauthorized-copying-unauthorized-usage-and-automated-cracking-of-protected-software
1001260,US,How Ole Evinrude Invented the Modern Portable Outboard Motor,EVINRUDE MOTOR CO,1911,1,public domain,https://patentbrief.org/patent/us/1001260/outboard-motor-evinrude
5774660,US,How Load Balancers Route Web Traffic Based on Specific Content,Resonate Inc,1998,1148,public domain,https://patentbrief.org/patent/us/5774660/world-wide-web-server-with-delayed-resource-binding-for-resource-based-load-balancing-on-a-distributed-resource-multi-node-network
9361579,US,How Computers Calculate Probabilities in Large Knowledge Bases,International Business Machines Corp,2016,1,active,https://patentbrief.org/patent/us/9361579/large-scale-probabilistic-ontology-reasoning
8683378,US,How Smartphones Switch Between Slow and Fast Scrolling,Apple Inc,2014,42,active,https://patentbrief.org/patent/us/8683378/scrolling-techniques-for-user-interfaces
6828755,US,How Car Battery Modules Combine High and Low Voltage Systems,Johnson Controls Technology Co,2004,46,public domain,https://patentbrief.org/patent/us/6828755/battery-system-module
5579430,US,How Digital Audio Compression Works,Fraunhofer Gesellschaft zur Foerderung der Angewandten Forschung eV,1996,108,public domain,https://patentbrief.org/patent/us/5579430/digital-encoding-process
10599957,US,How to Automatically Detect and Fix Changes in AI Model Data,Capital One Services,2020,32,active,https://patentbrief.org/patent/us/10599957/systems-and-methods-for-detecting-data-drift-for-data-used-in-machine-learning-m
6665308,US,How Cable Modems Fix Signal Distortions Before Sending Data,Terayon Communication Systems Inc,2003,188,public domain,https://patentbrief.org/patent/us/6665308/apparatus-and-method-for-equalization-in-distributed-digital-data-transmission-systems
8615514,US,How Google Uses User Feedback to Rank Websites by Quality,Google LLC,2013,26,active,https://patentbrief.org/patent/us/8615514/evaluating-website-properties-by-partitioning-user-feedback
11876858,US,Managing and Updating AI on Many Smart Devices from the Cloud,Armada Systems,2024,21,active,https://patentbrief.org/patent/us/11876858/cloud-based-fleet-and-asset-management-for-edge-computing-of-machine-learning-an
9754221,US,A Computer Chip for Training Many AI Agents at Once,Alphaics,2017,53,active,https://patentbrief.org/patent/us/9754221/processor-for-implementing-reinforcement-learning-operations
9481728,US,How Genetically Modified T-Cells Fight CD19 Cancers,University of Pennsylvania Penn,2016,37,active,https://patentbrief.org/patent/us/9481728/compositions-and-methods-for-treatment-of-cancer
11429762,US,How Computers Train AI Models Using Separate Virtual Simulations,Amazon Technologies,2022,13,active,https://patentbrief.org/patent/us/11429762/simulation-orchestration-for-training-reinforcement-learning-models
8619056,US,How Touchscreens Tell Real Touches From False Ghost Touches,Elan Microelectronics Corp,2013,2,active,https://patentbrief.org/patent/us/8619056/ghost-resolution-for-a-capacitive-touch-panel
7233978,US,How Distributed Servers Find Data Using Location Pointers,Econnectix LLC,2007,119,public domain,https://patentbrief.org/patent/us/7233978/method-and-apparatus-for-managing-location-information-in-a-network-separate-from-the-data-to-which-the-location-information-pertains
6073184,US,How Software Services Pass Messages Across Different Network Zones,Alcatel SA,2000,13,public domain,https://patentbrief.org/patent/us/6073184/method-of-transmitting-a-notification-to-a-receiver-from-plural-notification-services-in-a-distributed-application-network-and-a-network-for-implementing-the-method
5673322,US,How Early Mobile Devices Accessed the Internet Using Split Proxies,Bell Communications Research Inc,1997,546,public domain,https://patentbrief.org/patent/us/5673322/system-and-method-for-providing-protocol-translation-and-filtering-to-access-the-world-wide-web-from-wireless-or-low-bandwidth-networks
5966126,US,How to Build Complex Database Searches Using Venn Diagrams,Individual,1999,859,public domain,https://patentbrief.org/patent/us/5966126/graphic-user-interface-for-database-system
589168,US,How Thomas Edison's Kinetographic Camera Captured Early Motion Pictures,Thomas A. Edison,1897,0,active,https://patentbrief.org/patent/us/589168/motion-picture-camera-kinetograph
10276149,US,How Voice Assistants Change Their Speech Based on How You Talk,Amazon Technologies,2019,26,active,https://patentbrief.org/patent/us/10276149/dynamic-text-to-speech-output
10962473,US,AI Model Predicts Protein Shapes from Infrared Light Data,Notco Delaware,2021,14,active,https://patentbrief.org/patent/us/10962473/protein-secondary-structure-prediction
90646,US,Edison's First Patent: An Electric Vote Recorder,Thomas A. Edison,1869,0,active,https://patentbrief.org/patent/us/90646/edison-first-patent-vote-recorder
8044672,US,How to Measure Stability in Complex Power Grids Using D-Q Impedance,Individual,2011,7,active,https://patentbrief.org/patent/us/8044672/method-for-measuring-d-q-impedance-of-polyphase-power-grid-components
6178160,US,How DNS Servers Route Web Traffic to the Least Busy Server,Cisco Technology Inc,2001,123,public domain,https://patentbrief.org/patent/us/6178160/load-balancing-of-client-connections-across-a-network-using-server-based-algorithms
549160,US,George Selden's 1895 Patent for a Road Engine,George B. Selden,1895,0,active,https://patentbrief.org/patent/us/549160/selden-automobile-patent
8493330,US,How Touchscreens Precisely Align Signals to Detect Your Touch,Apple Inc,2013,13,active,https://patentbrief.org/patent/us/8493330/individual-channel-phase-delay-scheme
7904576,US,How to Send Data Streams Independently Without Connection Overload,Hewlett Packard Development Co LP,2011,42,active,https://patentbrief.org/patent/us/7904576/reliable-datagram-via-independent-source-destination-resources
11145922,US,Boosting Solid-State Batteries with a Capacitor Interlayer,GM Global Technology Operations,2021,14,active,https://patentbrief.org/patent/us/11145922/solid-state-battery-having-a-capacitor-assisted-interlayer
10573086,US,How AR Glasses Make Virtual Objects Look Solid,Telefonaktiebolaget LM Ericsson AB,2020,14,active,https://patentbrief.org/patent/us/10573086/opacity-filter-for-display-device
11115136,US,How to Tune Multi-Antenna Systems for Better Wireless Signals,LG Electronics,2021,14,active,https://patentbrief.org/patent/us/11115136/method-for-calibrating-an-array-antenna-in-a-wireless-communication-system-and-a
12033006,US,Running AI Models Locally on Edge Devices with Cloud Updates,Armada Systems,2024,11,active,https://patentbrief.org/patent/us/12033006/edge-deployment-of-cloud-originated-machine-learning-and-artificial-intelligence
310966,US,Early Roller Coaster Design for Thrill Rides,LaMarcus A. Thompson,1885,0,active,https://patentbrief.org/patent/us/310966/roller-coaster-thompson
9409292,US,How a Snake Robot Uses Two Arms to Work Together,Sarcos LC,2016,27,active,https://patentbrief.org/patent/us/9409292/serpentine-robotic-crawler-for-performing-dexterous-operations
12067362,US,How a Computer System Improves Large Language Model Output with Structured Data,Unlikely Artificial Intelligence,2024,5,active,https://patentbrief.org/patent/us/12067362/computer-implemented-methods-for-the-automated-analysis-or-use-of-data-including-12067362
8133298,US,Making Iron More Efficiently and Generating Power with Oxygen,Air Products and Chemicals,2012,62,active,https://patentbrief.org/patent/us/8133298/blast-furnace-iron-production-with-integrated-power-generation
